Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag
O1314,B42,S26,Pharma,828,2023-12-17,2023-12-21,2023-12-27,Road,14799.8,2,Shortage,Low,12,0.98,Org3,1,976,1,10,0.2333,2.48,185.1,1
O1315,B4,S3,Pharma,702,2023-04-18,2023-04-20,2023-05-01,Rail,20192.91,5,Customs,Low,4,0.61,Org20,0,899,1,4,0.3098,4.79,230.11,1
O1316,B15,S24,Food,301,2023-03-15,2023-03-18,2023-03-29,Road,46016.79,3,Strike,Low,12,0.54,Org19,0,801,1,2,0.193,3.24,360.45,1
O1317,B46,S24,Pharma,380,2023-02-08,2023-02-10,2023-02-16,Road,49666.12,0,None,None,5,0.6,Org1,0,20,1,10,0.354,1.49,457.74,0
O1318,B45,S24,Pharma,803,2023-06-08,2023-06-09,2023-06-11,Rail,2723.11,0,None,None,4,0.91,Org8,0,338,1,5,0.4195,2.66,108.83,0
O1319,B28,S6,Food,38,2023-03-12,2023-03-16,2023-03-26,Sea,38169.89,2,Shortage,High,8,0.84,Org14,1,21,0,2,0.3472,3.54,307.11,1
O1320,B46,S4,Pharma,158,2023-11-08,2023-11-09,2023-11-12,Air,18900.34,0,None,None,15,0.82,Org17,0,44,1,10,0.2612,1.96,164.18,0
O1321,B20,S7,Pharma,788,2023-08-29,2023-09-02,2023-09-08,Road,19926.68,0,None,None,1,0.7,Org11,0,456,1,6,0.2347,0.86,410.62,0
O1322,B6,S4,Pharma,305,2023-10-25,2023-10-28,2023-11-03,Sea,37836.12,0,None,None,0,0.79,Org4,0,461,1,10,0.3247,3.13,81.61,0
O1323,B42,S21,Electronics,20,2023-02-05,2023-02-09,2023-02-13,Road,45962.11,1,Shortage,Medium,7,0.65,Org15,0,749,1,1,0.3431,4.77,360.03,1
O1324,B12,S16,Electronics,521,2023-03-25,2023-03-27,2023-04-06,Road,47570.97,1,Shortage,Low,18,0.74,Org1,0,229,1,6,0.2838,2.68,128.73,1
O1325,B17,S7,Electronics,685,2023-09-20,2023-09-23,2023-09-27,Air,29067.57,0,None,None,10,0.9,Org4,0,450,1,4,0.3162,4.58,318.37,0
O1326,B25,S24,Food,122,2023-11-06,2023-11-10,2023-11-20,Road,18177.5,7,Weather,Low,11,0.99,Org12,0,662,0,3,0.0573,4.26,426.06,1
O1327,B26,S19,Machinery,196,2023-06-21,2023-06-24,2023-06-28,Air,39483.68,3,Shortage,Low,11,0.97,Org3,1,544,1,2,0.4764,1.16,389.79,1
O1328,B11,S8,Pharma,816,2023-06-22,2023-06-25,2023-07-02,Air,12924.57,5,Weather,Medium,6,0.97,Org11,0,604,1,7,0.3975,3.69,388.82,1
O1329,B3,S15,Pharma,753,2023-12-28,2023-12-31,2024-01-07,Air,28421.66,1,Weather,Low,12,0.7,Org17,0,238,1,9,0.1932,2.46,283.03,1
O1330,B4,S30,Food,236,2023-02-16,2023-02-18,2023-02-24,Sea,18249.63,0,None,None,7,0.73,Org5,1,944,1,3,0.2858,1.63,450.84,0
O1331,B1,S16,Pharma,319,2023-05-21,2023-05-22,2023-05-26,Rail,33003.24,3,Customs,Medium,8,0.85,Org17,0,353,0,6,0.0332,3.59,314.65,1
O1332,B40,S16,Electronics,107,2023-04-28,2023-04-30,2023-05-12,Sea,12399.75,3,Strike,High,6,0.96,Org12,0,89,0,9,0.0302,3.84,462.88,1
O1333,B41,S28,Machinery,64,2023-10-04,2023-10-08,2023-10-11,Rail,9983.85,0,None,None,14,0.57,Org12,1,362,1,2,0.1329,1.31,295.94,0
O1334,B12,S16,Textiles,632,2023-08-02,2023-08-03,2023-08-08,Rail,45952.83,3,Strike,Medium,1,0.65,Org9,0,405,1,7,0.348,4.62,277.68,1
O1335,B29,S18,Pharma,673,2023-08-08,2023-08-10,2023-08-18,Air,5539.28,0,None,None,19,0.57,Org12,0,299,0,5,0.4276,3.88,150.06,0
O1336,B3,S13,Electronics,767,2023-01-26,2023-01-29,2023-02-06,Road,25544.92,1,Shortage,High,11,0.81,Org5,0,464,1,5,0.284,4.7,295.15,1
O1337,B23,S5,Textiles,415,2023-01-09,2023-01-11,2023-01-13,Air,11432.21,0,None,None,0,0.65,Org13,0,852,1,7,0.2707,1.93,113.26,0
O1338,B8,S9,Machinery,78,2023-09-28,2023-10-01,2023-10-05,Road,2427.03,1,Strike,Medium,7,0.66,Org11,1,680,1,9,0.2071,4.73,441.36,1
O1339,B50,S26,Textiles,321,2023-01-10,2023-01-14,2023-01-15,Rail,2282.93,0,None,None,4,0.54,Org5,0,998,1,4,0.0892,2.16,354.15,0
O1340,B5,S24,Electronics,298,2023-05-01,2023-05-03,2023-05-11,Air,9173.48,0,None,None,14,0.67,Org20,1,137,1,9,0.068,0.74,497.14,0
O1341,B22,S6,Textiles,771,2023-05-05,2023-05-09,2023-05-18,Road,43405.13,3,Customs,Low,0,0.93,Org1,1,711,1,10,0.3827,3.93,91.44,1
O1342,B7,S11,Food,557,2023-06-19,2023-06-22,2023-06-26,Sea,14482.7,3,Customs,High,0,0.62,Org16,0,918,1,9,0.4645,3.67,158.3,1
O1343,B33,S21,Textiles,760,2023-03-13,2023-03-14,2023-03-17,Road,47547.73,2,Strike,Low,9,0.85,Org2,0,552,1,4,0.2346,3.19,444.72,1
O1344,B38,S27,Pharma,157,2023-06-01,2023-06-03,2023-06-07,Air,29290.3,2,Customs,Low,9,0.81,Org20,0,907,1,3,0.3331,2.7,227.86,1
O1345,B49,S5,Pharma,476,2023-07-27,2023-07-31,2023-08-06,Sea,22112.4,1,Strike,Low,14,0.93,Org6,0,368,1,2,0.4581,0.64,259.84,1
O1346,B25,S25,Food,748,2023-02-18,2023-02-22,2023-02-27,Road,29214.4,1,Strike,Low,16,0.57,Org1,0,536,1,9,0.0542,3.31,437.29,1
O1347,B45,S17,Electronics,253,2023-06-03,2023-06-06,2023-06-13,Road,26076.57,0,None,None,5,0.99,Org2,1,322,0,2,0.3875,2.38,284.82,0
O1348,B32,S25,Pharma,500,2023-12-13,2023-12-14,2023-12-21,Road,38059.42,1,Shortage,Low,2,0.79,Org2,1,84,1,6,0.3122,3.02,137.06,1
O1349,B8,S1,Machinery,858,2023-10-20,2023-10-21,2023-10-27,Road,14483.56,0,None,None,12,1.0,Org13,0,555,1,5,0.3033,2.43,451.41,0
O1350,B43,S23,Pharma,967,2023-03-09,2023-03-11,2023-03-25,Road,17975.99,7,Weather,Low,15,0.96,Org7,0,880,1,5,0.1533,4.85,63.98,1
O1351,B9,S6,Pharma,516,2023-02-19,2023-02-21,2023-02-26,Sea,44757.67,0,None,None,7,0.61,Org3,1,205,1,4,0.3451,3.22,452.93,0
O1352,B24,S25,Electronics,374,2023-06-01,2023-06-05,2023-06-10,Rail,47349.6,0,None,None,14,0.53,Org7,0,852,1,6,0.3995,3.87,72.73,0
O1353,B48,S19,Textiles,491,2023-01-19,2023-01-20,2023-01-21,Sea,44681.63,0,None,None,16,0.63,Org1,1,38,1,5,0.0653,4.71,349.63,0
O1354,B19,S30,Pharma,210,2023-04-10,2023-04-13,2023-04-18,Sea,21262.68,2,Shortage,Low,16,0.76,Org8,0,715,1,4,0.2714,3.16,82.26,1
O1355,B5,S21,Food,163,2023-03-01,2023-03-03,2023-03-19,Sea,39128.09,10,Strike,Medium,12,0.59,Org8,0,25,1,9,0.0596,0.55,367.8,1
O1356,B4,S26,Textiles,459,2023-06-16,2023-06-19,2023-06-22,Rail,24078.62,0,None,None,16,0.58,Org8,1,432,1,6,0.4376,0.65,65.29,0
O1357,B15,S30,Machinery,510,2023-07-21,2023-07-23,2023-08-02,Air,25128.22,3,Customs,Low,5,0.73,Org15,0,598,0,10,0.2587,3.66,429.11,1
O1358,B8,S24,Electronics,82,2023-12-11,2023-12-12,2023-12-13,Rail,10631.67,0,None,None,16,0.52,Org6,1,814,1,10,0.4059,1.76,259.67,0
O1359,B44,S26,Machinery,722,2023-05-26,2023-05-27,2023-06-06,Sea,29760.95,2,Shortage,High,15,0.56,Org6,1,602,1,10,0.1904,3.11,92.05,1
O1360,B27,S22,Textiles,305,2023-06-13,2023-06-17,2023-06-28,Road,9713.73,5,Weather,Medium,13,0.71,Org5,0,414,0,3,0.0713,1.41,368.07,1
O1361,B22,S26,Textiles,26,2023-08-30,2023-09-03,2023-09-11,Road,16912.45,1,Weather,Low,12,0.53,Org14,0,949,0,10,0.0303,1.72,270.18,1
O1362,B34,S3,Textiles,650,2023-03-10,2023-03-11,2023-03-15,Sea,42823.99,0,None,None,5,0.7,Org10,1,645,0,6,0.1479,2.77,135.93,0
O1363,B47,S28,Machinery,226,2023-06-24,2023-06-27,2023-07-04,Road,10750.25,3,Strike,Low,2,0.74,Org3,1,540,0,1,0.1297,4.89,57.05,1
O1364,B21,S4,Textiles,70,2023-02-18,2023-02-20,2023-02-27,Sea,4022.34,0,None,None,13,0.73,Org15,0,976,1,5,0.2846,3.27,238.1,0
O1365,B32,S10,Machinery,948,2023-04-18,2023-04-22,2023-04-26,Road,3915.88,0,None,None,13,0.93,Org18,1,623,1,10,0.0207,4.71,88.53,0
O1366,B30,S29,Textiles,625,2023-08-14,2023-08-18,2023-08-31,Rail,47068.83,7,Shortage,Medium,14,0.77,Org16,0,913,1,6,0.2651,4.82,92.38,1
O1367,B49,S27,Food,51,2023-06-10,2023-06-14,2023-06-21,Air,25592.56,0,None,None,7,0.73,Org15,0,86,1,8,0.202,1.44,170.3,0
O1368,B24,S1,Textiles,34,2023-04-29,2023-05-03,2023-05-09,Air,20765.9,0,None,None,14,0.71,Org7,1,238,1,9,0.2928,1.9,333.71,0
O1369,B1,S7,Machinery,48,2023-05-29,2023-05-30,2023-06-03,Rail,40638.49,0,None,None,12,0.91,Org5,0,971,1,3,0.3542,3.96,288.46,0
O1370,B4,S23,Pharma,812,2023-05-30,2023-06-02,2023-06-04,Rail,41873.38,0,None,None,16,0.95,Org1,1,306,1,2,0.3207,4.4,81.04,0
O1371,B23,S17,Textiles,140,2023-10-20,2023-10-23,2023-10-24,Sea,16943.46,0,None,None,2,0.93,Org5,0,519,1,4,0.4925,2.84,485.79,0
O1372,B14,S13,Pharma,507,2023-05-23,2023-05-26,2023-06-04,Sea,34834.09,5,Weather,Medium,5,0.84,Org13,0,724,1,8,0.0778,4.97,449.23,1
O1373,B43,S26,Food,238,2023-06-09,2023-06-13,2023-06-14,Sea,38670.58,0,None,None,4,0.57,Org14,0,993,1,8,0.2206,0.55,166.65,0
O1374,B9,S24,Electronics,117,2023-01-11,2023-01-14,2023-01-21,Road,32905.21,5,Customs,Medium,16,0.64,Org18,0,975,1,3,0.2182,1.85,105.05,1
O1375,B34,S21,Food,181,2023-05-18,2023-05-19,2023-05-29,Sea,8003.96,3,Customs,Low,1,0.52,Org13,0,582,0,4,0.2144,3.3,474.08,1
O1376,B16,S27,Textiles,444,2023-03-19,2023-03-22,2023-03-28,Rail,43856.21,0,None,None,14,0.97,Org13,0,547,1,3,0.3353,2.61,257.51,0
O1377,B36,S3,Pharma,487,2023-03-18,2023-03-21,2023-03-22,Air,27185.18,0,None,None,4,0.83,Org17,0,592,1,10,0.25,1.02,190.03,0
O1378,B48,S10,Pharma,111,2023-09-11,2023-09-14,2023-09-27,Road,14482.39,5,Strike,Medium,19,0.87,Org11,0,624,1,2,0.2635,2.16,270.66,1
O1379,B29,S1,Machinery,875,2023-09-15,2023-09-18,2023-09-26,Sea,21548.8,0,None,None,5,0.66,Org1,0,988,1,4,0.2219,0.61,397.73,0
O1380,B50,S7,Pharma,533,2023-11-16,2023-11-20,2023-11-25,Road,2359.77,0,None,None,5,0.92,Org13,1,335,0,6,0.4959,3.39,125.77,0
O1381,B47,S30,Machinery,284,2023-10-18,2023-10-21,2023-11-02,Road,6829.41,3,Strike,Low,17,0.63,Org1,0,372,1,5,0.4645,4.52,395.37,1
O1382,B35,S17,Electronics,622,2023-09-20,2023-09-22,2023-10-07,Sea,38394.56,10,Strike,High,17,0.5,Org10,0,678,0,3,0.1608,4.48,387.25,1
O1383,B37,S30,Textiles,53,2023-03-26,2023-03-27,2023-03-30,Road,500.58,1,Customs,Medium,3,0.69,Org9,0,884,1,2,0.0647,3.65,292.71,1
O1384,B16,S17,Machinery,964,2023-05-26,2023-05-28,2023-06-11,Air,21120.01,5,Shortage,Low,16,0.79,Org1,0,368,1,9,0.4215,2.6,439.63,1
O1385,B34,S8,Electronics,826,2023-11-19,2023-11-22,2023-11-24,Rail,26364.25,0,None,None,13,0.74,Org2,0,715,1,1,0.4986,2.8,109.46,0
O1386,B34,S14,Pharma,966,2023-02-11,2023-02-15,2023-02-16,Rail,3204.4,0,None,None,13,0.93,Org18,0,796,0,9,0.1534,1.12,317.97,0
O1387,B17,S6,Pharma,26,2023-05-05,2023-05-08,2023-05-11,Air,48667.37,1,Weather,Medium,12,0.55,Org13,0,333,1,1,0.1853,2.03,252.2,1
O1388,B41,S16,Electronics,339,2023-06-16,2023-06-20,2023-06-22,Road,11693.2,0,None,None,6,0.78,Org10,1,707,1,7,0.4714,1.34,240.03,0
O1389,B42,S1,Pharma,578,2023-08-29,2023-09-02,2023-09-05,Sea,15557.84,0,None,None,11,0.76,Org13,1,335,1,6,0.3585,4.2,163.65,0
O1390,B42,S17,Electronics,832,2023-10-07,2023-10-10,2023-10-15,Road,15545.15,0,None,None,14,0.64,Org14,0,634,0,7,0.1549,4.62,217.53,0
O1391,B24,S2,Machinery,506,2023-07-07,2023-07-08,2023-07-16,Air,11905.62,0,None,None,18,0.91,Org1,0,834,1,3,0.2947,2.92,98.67,0
O1392,B20,S19,Machinery,824,2023-10-29,2023-10-30,2023-11-09,Road,572.95,5,Strike,Medium,10,0.88,Org7,0,174,1,3,0.4727,3.77,163.22,1
O1393,B22,S3,Electronics,21,2023-01-19,2023-01-20,2023-01-29,Rail,36602.57,1,Shortage,Low,14,0.87,Org7,0,582,0,1,0.4078,1.05,172.38,1
O1394,B29,S16,Machinery,327,2023-03-09,2023-03-13,2023-04-01,Road,48358.85,10,Shortage,Low,11,0.94,Org8,0,613,1,4,0.3735,3.24,374.3,1
O1395,B12,S24,Machinery,601,2023-08-06,2023-08-09,2023-08-12,Air,11602.53,0,None,None,2,0.86,Org19,0,807,1,2,0.3711,3.66,71.85,0
O1396,B49,S27,Machinery,225,2023-04-12,2023-04-15,2023-04-21,Rail,33320.84,0,None,None,16,0.62,Org6,0,464,1,10,0.0972,2.54,343.04,0
O1397,B43,S11,Food,348,2023-02-11,2023-02-12,2023-02-14,Road,37223.87,0,None,None,2,0.85,Org18,0,978,1,8,0.4141,1.59,149.63,0
O1398,B45,S21,Textiles,785,2023-10-15,2023-10-17,2023-10-21,Road,42497.06,0,None,None,18,0.65,Org17,0,162,1,3,0.1453,4.45,86.84,0
O1399,B5,S18,Pharma,670,2023-06-16,2023-06-18,2023-06-22,Rail,21420.15,0,None,None,19,0.62,Org19,0,746,1,7,0.4659,3.84,185.36,0
O1400,B16,S16,Food,90,2023-04-19,2023-04-22,2023-05-01,Sea,15495.08,1,Strike,Low,3,0.54,Org8,0,136,1,7,0.1887,4.55,151.01,1
O1401,B48,S16,Machinery,736,2023-02-05,2023-02-09,2023-02-14,Rail,16602.11,3,Weather,Medium,2,0.87,Org13,0,202,1,9,0.4303,4.18,298.41,1
O1402,B41,S27,Electronics,494,2023-08-20,2023-08-22,2023-08-27,Sea,35774.76,0,None,None,15,0.86,Org5,0,636,1,6,0.1405,4.96,210.82,0
O1403,B21,S5,Machinery,383,2023-08-17,2023-08-19,2023-08-27,Air,40930.58,0,None,None,11,0.62,Org20,0,783,1,1,0.2621,1.36,484.7,0
O1404,B21,S18,Textiles,985,2023-12-19,2023-12-20,2024-01-05,Air,9489.89,7,Weather,Medium,7,0.87,Org10,0,539,1,8,0.0624,0.89,483.6,1
O1405,B23,S22,Machinery,719,2023-06-13,2023-06-14,2023-06-26,Rail,18861.58,3,Weather,Medium,16,0.96,Org1,0,19,1,1,0.3335,2.02,249.67,1
O1406,B19,S3,Electronics,209,2023-03-14,2023-03-18,2023-03-27,Rail,45146.04,1,Weather,Medium,6,0.55,Org19,0,101,1,3,0.4197,1.08,407.79,1
O1407,B43,S26,Textiles,546,2023-05-16,2023-05-18,2023-05-26,Air,40431.33,3,Customs,Low,10,0.62,Org13,0,148,1,5,0.362,2.85,55.97,1
O1408,B14,S28,Machinery,475,2023-12-19,2023-12-22,2023-12-30,Sea,49250.49,0,None,None,17,0.88,Org4,0,490,1,8,0.2664,3.35,296.52,0
O1409,B12,S8,Textiles,98,2023-03-11,2023-03-12,2023-03-21,Air,37835.29,5,Shortage,High,0,0.64,Org6,0,458,1,9,0.0321,3.1,384.48,1
O1410,B10,S13,Pharma,277,2023-07-15,2023-07-19,2023-08-03,Rail,19963.16,10,Shortage,Medium,2,0.81,Org17,0,342,0,7,0.4674,1.67,147.62,1
O1411,B28,S25,Pharma,664,2023-09-26,2023-09-28,2023-10-01,Air,29736.57,0,None,None,3,0.54,Org17,0,878,0,9,0.3557,4.59,77.53,0
O1412,B29,S17,Machinery,580,2023-02-18,2023-02-20,2023-02-22,Rail,33220.21,1,Strike,Low,12,0.73,Org10,0,349,1,3,0.3755,0.6,120.16,1
O1413,B47,S11,Textiles,931,2023-11-12,2023-11-13,2023-11-21,Rail,4383.56,3,Strike,Medium,5,0.87,Org2,1,970,1,5,0.3994,2.07,248.83,1
O1414,B17,S21,Electronics,498,2023-05-10,2023-05-12,2023-05-21,Air,27452.6,0,None,None,13,0.84,Org11,0,61,1,10,0.3764,3.74,277.87,0
O1415,B28,S21,Machinery,886,2023-01-05,2023-01-09,2023-01-11,Sea,35611.38,0,None,None,4,0.91,Org20,0,716,0,8,0.2261,3.95,221.4,0
O1416,B26,S16,Pharma,547,2023-01-27,2023-01-30,2023-02-06,Road,8782.4,1,Weather,High,15,0.94,Org19,1,475,0,1,0.3695,2.37,247.99,1
O1417,B12,S1,Pharma,56,2023-06-09,2023-06-10,2023-06-17,Air,39141.27,0,None,None,14,0.89,Org1,1,727,0,8,0.3163,0.58,261.61,0
O1418,B37,S9,Machinery,297,2023-05-29,2023-06-02,2023-06-16,Road,29396.75,5,Weather,Low,14,0.84,Org17,0,808,0,7,0.4285,3.28,396.25,1
O1419,B45,S1,Textiles,787,2023-09-21,2023-09-24,2023-10-07,Air,47634.98,7,Shortage,Low,3,0.52,Org20,0,484,0,1,0.4032,0.78,97.36,1
O1420,B7,S10,Pharma,25,2023-08-18,2023-08-19,2023-08-21,Road,2599.9,0,None,None,7,0.77,Org15,0,410,1,10,0.0303,0.99,396.03,0
O1421,B18,S16,Textiles,720,2023-07-19,2023-07-22,2023-07-28,Sea,13633.64,2,Customs,Low,15,0.52,Org11,0,448,1,10,0.1957,3.43,359.88,1
O1422,B30,S28,Pharma,410,2023-02-19,2023-02-23,2023-02-26,Sea,30276.92,1,Weather,High,15,0.9,Org9,0,887,1,6,0.027,1.91,383.75,1
O1423,B46,S17,Pharma,928,2023-03-08,2023-03-10,2023-03-16,Air,15179.72,0,None,None,3,0.66,Org13,0,614,1,1,0.06,2.07,380.51,0
O1424,B26,S25,Food,803,2023-10-27,2023-10-31,2023-11-12,Rail,35864.0,3,Shortage,High,12,0.78,Org4,0,941,1,2,0.3047,2.69,261.77,1
O1425,B33,S29,Pharma,990,2023-02-27,2023-02-28,2023-03-06,Road,38070.76,1,Weather,Medium,12,0.64,Org13,1,931,0,5,0.4382,4.9,145.13,1
O1426,B29,S30,Electronics,95,2023-09-16,2023-09-17,2023-09-26,Rail,5574.54,0,None,None,1,0.89,Org5,1,830,0,2,0.0687,4.84,291.48,0
O1427,B23,S13,Machinery,259,2023-12-08,2023-12-09,2023-12-19,Rail,25935.8,3,Customs,Low,2,0.94,Org20,0,666,1,10,0.231,2.37,481.09,1
O1428,B25,S25,Machinery,400,2023-11-22,2023-11-26,2023-12-08,Rail,25690.08,10,Weather,Medium,7,0.7,Org8,0,607,1,1,0.4563,1.69,314.84,1
O1429,B10,S18,Textiles,791,2023-05-10,2023-05-14,2023-05-21,Sea,18779.4,1,Weather,Low,14,0.93,Org17,0,518,1,6,0.409,1.86,54.97,1
O1430,B27,S24,Pharma,344,2023-08-03,2023-08-07,2023-08-19,Air,46679.78,5,Strike,Medium,10,0.63,Org10,1,162,1,8,0.2646,1.71,76.87,1
O1431,B12,S20,Electronics,638,2023-06-21,2023-06-22,2023-06-28,Air,41461.56,0,None,None,8,0.77,Org4,0,523,1,8,0.3881,2.9,496.79,0
O1432,B17,S18,Textiles,528,2023-09-15,2023-09-18,2023-09-25,Sea,35011.86,0,None,None,6,0.93,Org18,0,512,1,8,0.2661,3.23,82.38,0
O1433,B25,S14,Food,146,2023-04-12,2023-04-13,2023-04-21,Sea,35859.17,3,Customs,Medium,12,0.66,Org12,0,863,1,6,0.0875,2.7,70.72,1
O1434,B40,S9,Textiles,892,2023-07-28,2023-07-31,2023-08-10,Air,23354.95,3,Weather,Medium,1,0.98,Org4,0,910,1,3,0.0711,2.34,208.86,1
O1435,B14,S11,Textiles,697,2023-10-18,2023-10-22,2023-10-30,Rail,46089.23,0,None,None,7,0.56,Org10,0,781,1,1,0.1023,1.45,486.19,0
O1436,B17,S23,Pharma,849,2023-12-20,2023-12-21,2023-12-29,Road,34882.47,7,Weather,High,6,0.51,Org18,1,685,1,2,0.182,2.67,193.4,1
O1437,B9,S10,Food,507,2023-10-13,2023-10-15,2023-10-30,Road,36584.56,10,Shortage,High,11,0.95,Org10,0,15,0,5,0.466,2.03,234.45,1
O1438,B1,S24,Textiles,836,2023-04-26,2023-04-30,2023-05-16,Road,43153.7,10,Shortage,Low,18,0.53,Org15,0,509,1,10,0.4018,2.94,335.33,1
O1439,B47,S25,Electronics,736,2023-09-21,2023-09-25,2023-10-04,Rail,14066.54,2,Weather,High,6,1.0,Org19,0,670,1,5,0.2221,3.54,60.85,1
O1440,B6,S27,Electronics,486,2023-05-30,2023-05-31,2023-06-04,Air,40450.01,0,None,None,9,0.98,Org15,0,726,1,10,0.2516,3.35,453.99,0
O1441,B33,S4,Machinery,603,2023-10-27,2023-10-31,2023-11-15,Sea,10164.41,10,Shortage,Medium,15,0.57,Org16,1,127,1,1,0.1401,2.58,283.75,1
O1442,B27,S2,Food,232,2023-02-05,2023-02-07,2023-02-16,Air,17594.43,1,Strike,Low,2,0.77,Org20,1,494,1,1,0.3551,3.0,260.06,1
O1443,B25,S2,Food,999,2023-11-29,2023-12-03,2023-12-16,Rail,17112.72,5,Shortage,Medium,9,0.59,Org7,1,610,1,9,0.4034,1.78,437.33,1
O1444,B25,S11,Machinery,381,2023-10-14,2023-10-18,2023-10-20,Sea,48937.01,0,None,None,5,0.71,Org18,1,675,1,2,0.1271,0.61,478.88,0
O1445,B40,S2,Textiles,944,2023-10-30,2023-11-01,2023-11-11,Rail,42898.59,2,Customs,Low,17,0.53,Org20,0,960,1,7,0.0305,3.31,240.54,1
O1446,B50,S16,Food,411,2023-11-07,2023-11-09,2023-11-12,Road,35207.91,0,None,None,17,0.61,Org6,0,688,1,10,0.3157,1.64,127.6,0
O1447,B29,S3,Electronics,452,2023-07-27,2023-07-29,2023-08-14,Road,36489.31,10,Shortage,Low,4,0.68,Org11,0,477,1,4,0.2856,3.51,417.07,1
O1448,B39,S26,Electronics,499,2023-04-16,2023-04-20,2023-04-24,Rail,28322.6,0,None,None,6,0.72,Org13,1,170,1,7,0.207,3.86,231.47,0
O1449,B29,S7,Pharma,624,2023-06-07,2023-06-08,2023-06-16,Sea,47380.99,5,Strike,Low,1,0.99,Org8,0,279,0,8,0.3255,4.62,471.0,1
O1450,B7,S23,Food,282,2023-05-01,2023-05-03,2023-05-11,Sea,25064.81,0,None,None,10,0.9,Org10,0,65,1,5,0.2798,4.81,477.45,0
O1451,B14,S28,Textiles,535,2023-02-24,2023-02-28,2023-03-03,Air,19335.63,0,None,None,12,0.87,Org16,1,237,1,1,0.1328,0.55,101.67,0
O1452,B10,S19,Machinery,168,2023-01-12,2023-01-13,2023-01-15,Road,8570.25,0,None,None,4,0.77,Org14,0,858,1,4,0.2049,4.96,480.45,0
O1453,B47,S21,Machinery,161,2023-05-25,2023-05-29,2023-05-30,Air,39417.18,0,None,None,5,0.92,Org2,0,158,1,10,0.2198,3.57,215.72,0
O1454,B47,S19,Textiles,629,2023-05-16,2023-05-20,2023-05-22,Air,36854.97,1,Weather,Low,13,0.67,Org17,0,55,0,3,0.4413,3.4,340.81,1
O1455,B44,S25,Pharma,197,2023-01-03,2023-01-06,2023-01-17,Rail,19525.57,10,Strike,Low,11,0.85,Org18,0,153,1,10,0.4808,0.57,65.64,1
O1456,B27,S22,Machinery,822,2023-05-24,2023-05-26,2023-06-03,Rail,1747.07,0,None,None,3,1.0,Org7,0,759,1,5,0.4476,4.38,450.0,0
O1457,B41,S5,Food,107,2023-01-30,2023-01-31,2023-02-05,Air,42030.37,1,Strike,Low,5,0.66,Org20,1,793,1,10,0.3624,1.15,338.72,1
O1458,B20,S14,Pharma,140,2023-08-25,2023-08-27,2023-09-09,Road,1065.19,10,Weather,Medium,9,0.84,Org10,0,641,0,10,0.2966,4.27,339.6,1
O1459,B8,S29,Food,814,2023-10-06,2023-10-08,2023-10-19,Rail,35333.14,2,Weather,Low,17,0.92,Org9,1,349,1,6,0.3477,0.57,455.98,1
O1460,B30,S1,Electronics,180,2023-12-14,2023-12-17,2023-12-19,Air,48527.73,0,None,None,14,0.96,Org3,0,422,1,2,0.4702,3.41,278.76,0
O1461,B33,S9,Pharma,945,2023-04-25,2023-04-29,2023-05-08,Air,22164.24,2,Strike,Medium,7,0.86,Org19,0,741,1,7,0.1325,2.46,234.73,1
O1462,B40,S26,Machinery,995,2023-04-14,2023-04-16,2023-04-19,Air,12131.18,1,Shortage,Low,8,0.64,Org19,1,529,0,3,0.2722,1.4,439.76,1
O1463,B32,S14,Pharma,192,2023-04-28,2023-04-29,2023-05-15,Air,35391.11,10,Weather,Low,4,0.66,Org9,0,353,1,1,0.3479,0.98,384.09,1
O1464,B40,S11,Pharma,992,2023-01-05,2023-01-09,2023-01-17,Air,40947.84,0,None,None,9,0.51,Org6,0,396,1,10,0.3428,2.48,477.04,0
O1465,B38,S2,Pharma,373,2023-12-26,2023-12-29,2024-01-04,Air,27548.3,0,None,None,19,0.88,Org14,1,482,1,3,0.1336,1.05,473.05,0
O1466,B36,S24,Pharma,48,2023-09-05,2023-09-08,2023-09-22,Rail,48368.25,10,Shortage,Medium,5,0.52,Org7,0,284,1,9,0.2975,2.69,222.05,1
O1467,B29,S10,Food,536,2023-12-30,2024-01-01,2024-01-09,Road,3057.6,1,Customs,Medium,15,0.93,Org6,0,362,1,10,0.4,3.31,251.14,1
O1468,B28,S4,Electronics,897,2023-11-17,2023-11-20,2023-11-28,Air,25487.38,3,Strike,Low,2,0.56,Org7,0,75,1,6,0.2428,4.22,165.19,1
O1469,B9,S9,Textiles,506,2023-05-01,2023-05-03,2023-05-09,Sea,36063.47,0,None,None,9,0.59,Org11,0,88,1,6,0.3987,3.55,347.29,0
O1470,B6,S4,Pharma,525,2023-10-13,2023-10-17,2023-10-21,Rail,43200.7,0,None,None,10,0.74,Org12,0,607,1,4,0.1863,0.79,214.04,0
O1471,B34,S13,Machinery,358,2023-05-29,2023-05-30,2023-06-08,Rail,9373.15,1,Customs,Medium,10,0.87,Org9,0,645,1,8,0.47,1.88,403.75,1
